%----------------------------------------------------------------
%  Reference : H. Abe, H. Kawamura and Y. Matsuo,
%  "Surface heat-flux fluctuations in a turbulent channel flow
%  up to Re_tau=1020 with Pr=0.025 and 0.71," 
%  Int. J. Heat and Fluid Flow, vol. 25, pp. 404-419, 2004.
%  DOI: https://doi.org/10.1016/j.ijheatfluidflow.2004.02.010
%----------------------------------------------------------------
Case: cha1020

Nomenclature:
     delta = channel half width
     nu = kinematic viscosity
     p = pressure fluctuation
     Re_bulk = Um*2delta/nu : Bulk Reynolds number
     Re_tau = u_tau*delta/nu : Friction Reynolds number
     rho = density
     Um = bulk mean velocity
     u_mean = streamwise mean velocity
     u, v, w = streamwise, wall-normal and spanwise velocity fluctuations
     u_i = ith component of velocity fluctuations
     u_tau = friction velocity
     x, y, z = streamwise, wall-normal and spanwise directions

     + = normalized by wall units (u_tau, nu and rho)
     rms = root-mean-square value


1. Numerical Methodology

1.1. Governing equations
     Navier-Stokes equation and the continuity equation for flow field,
     and the energy equation for thermal field.

1.2. Discretization method
     Finite Difference Method was adopted.
     The fourth-order central difference scheme was adopted in the streamwise and
     spanwise directions, and the second-order central difference scheme was used
     in the wall-normal direction.

1.3. Spatial resolution
     6.38 and 4.25 wall units in the x- and z-directions
     and 0.15 to 7.32 wall units in the y-direction.

1.4. Time advancement
     The Crank-Nicolson method for the viscous terms with wall-normal derivatives
     and the third-order Runge-Kutta method for the other terms.

1.5. Computational volume
     12.8*delta x 2*delta x 6.4*delta.

1.6. Grid
     Staggered grid

1.7. Mesh number
     2048 x 448 x 1536

1.8. Criterion for stationary state
     The steady state is identified by 
     total shear stress & turbulent kinetic energy for velocity field
     and total heat flux & temperature variance for temperature field.

1.9. Period of time integration for ensemble averaging
     About 13,950 nu/u_tau^2
     after the flow reaches the fully developed state.  This integration time
     corresponds to about 20 washing out times through the computational domain.


2. Conditions

2.1. Specified conditions

     Re_tau = 1020

2.2. Obtained mean quantities

     Re_bulk = 41441


3. Turbulence statistics

  j      y+            u_mean            uu+            ww+
   6.584571e+02   0.000000e+00   3.649878e-04   9.895108e-04   1.755393e-06   1.324924e-03   3.133004e-05
   6.649975e+02   0.000000e+00   3.721433e-04   9.582978e-04   1.825993e-06   1.301624e-03   3.064267e-05
   6.715459e+02   0.000000e+00   3.806559e-04   9.262684e-04   1.967867e-06   1.278880e-03   3.001171e-05
   6.781023e+02   0.000000e+00   3.898733e-04   8.940337e-04   2.171797e-06   1.256649e-03   2.943005e-05
   6.846667e+02   0.000000e+00   3.990465e-04   8.624773e-04   2.329653e-06   1.234911e-03   2.894205e-05
   6.912390e+02   0.000000e+00   4.082432e-04   8.315600e-04   2.409711e-06   1.213687e-03   2.852564e-05
   6.978192e+02   0.000000e+00   4.182744e-04   8.004444e-04   2.456246e-06   1.193005e-03   2.817034e-05
   7.044073e+02   0.000000e+00   4.301578e-04   7.682442e-04   2.312272e-06   1.172884e-03   2.783047e-05
   7.110035e+02   0.000000e+00   4.439979e-04   7.347070e-04   2.036169e-06   1.153274e-03   2.746707e-05
   7.176077e+02   0.000000e+00   4.590061e-04   7.003517e-04   1.781932e-06   1.134065e-03   2.707450e-05
   7.242199e+02   0.000000e+00   4.741213e-04   6.660242e-04   1.676493e-06   1.115199e-03   2.662308e-05
   7.308403e+02   0.000000e+00   4.881508e-04   6.329104e-04   1.829155e-06   1.096698e-03   2.619197e-05
   7.374690e+02   0.000000e+00   5.008583e-04   6.013930e-04   2.106959e-06   1.078608e-03   2.575068e-05
   7.441060e+02   0.000000e+00   5.125403e-04   5.714344e-04   2.275568e-06   1.060983e-03   2.526731e-05
   7.507515e+02   0.000000e+00   5.232532e-04   5.430797e-04   2.304416e-06   1.043846e-03   2.479165e-05
   7.574056e+02   0.000000e+00   5.332402e-04   5.160676e-04   2.200571e-06   1.027181e-03   2.432696e-05
   7.640685e+02   0.000000e+00   5.427519e-04   4.900748e-04   2.023238e-06   1.010968e-03   2.388160e-05
   7.707404e+02   0.000000e+00   5.519270e-04   4.647827e-04   1.928216e-06   9.951802e-04   2.345777e-05
   7.774214e+02   0.000000e+00   5.610188e-04   4.398346e-04   1.967539e-06   9.798129e-04   2.300806e-05
   7.841118e+02   0.000000e+00   5.698445e-04   4.154391e-04   2.109886e-06   9.648629e-04   2.253057e-05
   7.908117e+02   0.000000e+00   5.779009e-04   3.921706e-04   2.349161e-06   9.503322e-04   2.208853e-05
   7.975215e+02   0.000000e+00   5.851469e-04   3.701674e-04   2.612306e-06   9.362468e-04   2.167980e-05
   8.042413e+02   0.000000e+00   5.914855e-04   3.497715e-04   2.686679e-06   9.226428e-04   2.130090e-05
   8.109716e+02   0.000000e+00   5.964355e-04   3.315316e-04   2.528308e-06   9.095284e-04   2.096703e-05
   8.177124e+02   0.000000e+00   5.999456e-04   3.152346e-04   2.357138e-06   8.968620e-04   2.067531e-05
   8.244643e+02   0.000000e+00   6.027104e-04   3.000308e-04   2.268776e-06   8.846075e-04   2.040240e-05
   8.312275e+02   0.000000e+00   6.053735e-04   2.851876e-04   2.284029e-06   8.727046e-04   2.014059e-05
   8.380023e+02   0.000000e+00   6.081817e-04   2.704704e-04   2.366274e-06   8.611333e-04   1.988499e-05
   8.447892e+02   0.000000e+00   6.111481e-04   2.559614e-04   2.456547e-06   8.499117e-04   1.965439e-05
   8.515886e+02   0.000000e+00   6.143136e-04   2.417070e-04   2.497304e-06   8.390491e-04   1.946892e-05
   8.584008e+02   0.000000e+00   6.180877e-04   2.272933e-04   2.454718e-06   8.285379e-04   1.929784e-05
   8.652264e+02   0.000000e+00   6.229811e-04   2.121757e-04   2.351235e-06   8.183805e-04   1.912745e-05
   8.720658e+02   0.000000e+00   6.292093e-04   1.960368e-04   2.266511e-06   8.085909e-04   1.892178e-05
   8.789194e+02   0.000000e+00   6.362337e-04   1.793346e-04   2.286900e-06   7.991839e-04   1.867123e-05
   8.857878e+02   0.000000e+00   6.430442e-04   1.630969e-04   2.457561e-06   7.901841e-04   1.841453e-05
   8.926716e+02   0.000000e+00   6.491447e-04   1.478895e-04   2.729327e-06   7.816105e-04   1.815306e-05
   8.995712e+02   0.000000e+00   6.545641e-04   1.337965e-04   3.001812e-06   7.734838e-04   1.787854e-05
   9.064874e+02   0.000000e+00   6.593600e-04   1.208952e-04   3.177892e-06   7.658278e-04   1.760527e-05
   9.134207e+02   0.000000e+00   6.635509e-04   1.092693e-04   3.217051e-06   7.586670e-04   1.737027e-05
   9.203718e+02   0.000000e+00   6.672592e-04   9.876682e-05   3.152037e-06   7.520092e-04   1.716889e-05
   9.273413e+02   0.000000e+00   6.705204e-04   8.926698e-05   3.047915e-06   7.458450e-04   1.699022e-05
   9.343300e+02   0.000000e+00   6.731657e-04   8.093994e-05   2.913390e-06   7.401791e-04   1.683987e-05
   9.413386e+02   0.000000e+00   6.750060e-04   7.396498e-05   2.780130e-06   7.350149e-04   1.673618e-05
   9.483679e+02   0.000000e+00   6.760832e-04   6.821144e-05   2.727487e-06   7.303416e-04   1.668050e-05
   9.554187e+02   0.000000e+00   6.766015e-04   6.340665e-05   2.757230e-06   7.261224e-04   1.664292e-05
   9.624919e+02   0.000000e+00   6.764343e-04   5.965956e-05   2.830786e-06   7.223167e-04   1.660792e-05
   9.695884e+02   0.000000e+00   6.755052e-04   5.709520e-05   2.913332e-06   7.189286e-04   1.658505e-05
   9.767091e+02   0.000000e+00   6.745817e-04   5.493856e-05   2.978861e-06   7.159707e-04   1.652844e-05
   9.838550e+02   0.000000e+00   6.745298e-04   5.230931e-05   3.012513e-06   7.134538e-04   1.639781e-05
   9.910271e+02   0.000000e+00   6.751896e-04   4.945004e-05   2.969466e-06   7.114134e-04   1.619575e-05
   9.982265e+02   0.000000e+00   6.754777e-04   4.748435e-05   2.877759e-06   7.098927e-04   1.594713e-05
   1.005454e+03   0.000000e+00   6.746694e-04   4.706322e-05   2.809893e-06   7.089058e-04   1.563675e-05
   1.012712e+03   0.000000e+00   6.726754e-04   4.820668e-05   2.806403e-06   7.084277e-04   1.526079e-05
   1.020000e+03   0.000000e+00   6.695360e-04   5.163748e-05   2.754595e-06   7.084372e-04   1.549088e-05


Budget of ww+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   1.539453e-01   0.000000e+00  -2.308147e-06   5.424827e-03   1.308975e-01   1.364239e-01  -1.039155e-04
   4.658272e-01   0.000000e+00  -3.055890e-05   1.451366e-02   1.033374e-01   1.179604e-01  -1.398121e-04
   7.863340e-01   0.000000e+00  -1.291987e-04   2.216758e-02   8.011700e-02   1.023261e-01  -1.707685e-04
   1.116760e+00   0.000000e+00  -3.428793e-04   2.860928e-02   6.049297e-02   8.891859e-02  -1.592104e-04
   1.458418e+00   0.000000e+00  -7.067317e-04   3.403893e-02   4.397586e-02   7.744415e-02  -1.360899e-04
   1.812637e+00   0.000000e+00  -1.241106e-03   3.863518e-02   3.021211e-02   6.771136e-02  -1.051716e-04
   2.180759e+00   0.000000e+00  -1.949293e-03   4.255589e-02   1.892414e-02   5.959926e-02  -6.852669e-05
   2.564137e+00   0.000000e+00  -2.817411e-03   4.593828e-02   9.870798e-03   5.301965e-02  -2.798361e-05
   2.964135e+00   0.000000e+00  -3.815945e-03   4.889871e-02   2.821692e-03   4.788943e-02   1.502740e-05
   3.382123e+00   0.000000e+00  -4.902561e-03   5.153222e-02  -2.457804e-03   4.411250e-02   5.935606e-05
   3.819474e+00   0.000000e+00  -6.025838e-03   5.391210e-02  -6.212186e-03   4.157007e-02   1.040102e-04
   4.277567e+00   0.000000e+00  -7.129542e-03   5.608995e-02  -8.693899e-03   4.011844e-02   1.480700e-04
   4.757778e+00   0.000000e+00  -8.157067e-03   5.809636e-02  -1.015608e-02   3.959257e-02   1.906420e-04
   5.261480e+00   0.000000e+00  -9.055683e-03   5.994247e-02  -1.084236e-02   3.981358e-02   2.308465e-04
   5.790046e+00   0.000000e+00  -9.780288e-03   6.162252e-02  -1.097609e-02   4.059831e-02   2.678353e-04
   6.344838e+00   0.000000e+00  -1.029646e-02   6.311728e-02  -1.075085e-02   4.176914e-02   3.008311e-04
   6.927212e+00   0.000000e+00  -1.058263e-02   6.439831e-02  -1.032370e-02   4.316282e-02   3.291758e-04
   7.538513e+00   0.000000e+00  -1.063120e-02   6.543278e-02  -9.812035e-03   4.463718e-02   3.523752e-04
   8.180074e+00   0.000000e+00  -1.044859e-02   6.618841e-02  -9.294183e-03   4.607551e-02   3.701283e-04
   8.853214e+00   0.000000e+00  -1.005411e-02   6.663816e-02  -8.813455e-03   4.738825e-02   3.823436e-04
   9.559235e+00   0.000000e+00  -9.477736e-03   6.676422e-02  -8.384961e-03   4.851238e-02   3.891462e-04
   1.029942e+01   0.000000e+00  -8.756998e-03   6.656078e-02  -8.004084e-03   4.940884e-02   3.908534e-04
   1.107505e+01   0.000000e+00  -7.933470e-03   6.603545e-02  -7.655274e-03   5.005879e-02   3.879120e-04
   1.188735e+01   0.000000e+00  -7.049356e-03   6.520916e-02  -7.319668e-03   5.045928e-02   3.808510e-04
   1.273757e+01   0.000000e+00  -6.144814e-03   6.411462e-02  -6.980403e-03   5.061914e-02   3.702645e-04
   1.362689e+01   0.000000e+00  -5.256332e-03   6.279374e-02  -6.625211e-03   5.055541e-02   3.567868e-04
   1.455651e+01   0.000000e+00  -4.415815e-03   6.129432e-02  -6.246974e-03   5.029044e-02   3.410866e-04
   1.552756e+01   0.000000e+00  -3.649782e-03   5.966645e-02  -5.843511e-03   4.984930e-02   3.238484e-04
   1.654119e+01   0.000000e+00  -2.978419e-03   5.795903e-02  -5.417243e-03   4.925764e-02   3.057282e-04
   1.759849e+01   0.000000e+00  -2.414886e-03   5.621675e-02  -4.974386e-03   4.854015e-02   2.873318e-04
   1.870054e+01   0.000000e+00  -1.965372e-03   5.447781e-02  -4.523413e-03   4.771980e-02   2.692240e-04
   1.984838e+01   0.000000e+00  -1.629696e-03   5.277249e-02  -4.073491e-03   4.681737e-02   2.519334e-04
   2.104302e+01   0.000000e+00  -1.402268e-03   5.112278e-02  -3.633503e-03   4.585111e-02   2.359080e-04
   2.228545e+01   0.000000e+00  -1.273260e-03   4.954274e-02  -3.211509e-03   4.483649e-02   2.214823e-04
   2.357663e+01   0.000000e+00  -1.229509e-03   4.803916e-02  -2.814547e-03   4.378620e-02   2.089054e-04
   2.491747e+01   0.000000e+00  -1.255296e-03   4.661250e-02  -2.448506e-03   4.271036e-02   1.983419e-04
   2.630887e+01   0.000000e+00  -1.333504e-03   4.525793e-02  -2.117655e-03   4.161689e-02   1.898776e-04
   2.775169e+01   0.000000e+00  -1.446710e-03   4.396661e-02  -1.824278e-03   4.051210e-02   1.835280e-04
   2.924675e+01   0.000000e+00  -1.578175e-03   4.272711e-02  -1.568290e-03   3.940141e-02   1.792358e-04
   3.079484e+01   0.000000e+00  -1.713217e-03   4.152688e-02  -1.346770e-03   3.828999e-02   1.769008e-04
   3.239672e+01   0.000000e+00  -1.839602e-03   4.035393e-02  -1.155598e-03   3.718236e-02   1.763695e-04
   3.405312e+01   0.000000e+00  -1.947235e-03   3.919827e-02  -9.916204e-04   3.608202e-02   1.773965e-04
   3.576473e+01   0.000000e+00  -2.028934e-03   3.805225e-02  -8.515965e-04   3.499195e-02   1.797693e-04
   3.753220e+01   0.000000e+00  -2.080787e-03   3.691066e-02  -7.316290e-04   3.391503e-02   1.832108e-04
   3.935615e+01   0.000000e+00  -2.101839e-03   3.577081e-02  -6.278243e-04   3.285373e-02   1.874259e-04
   4.123717e+01   0.000000e+00  -2.092606e-03   3.463181e-02  -5.370724e-04   3.180997e-02   1.921613e-04
   4.317582e+01   0.000000e+00  -2.053701e-03   3.349353e-02  -4.572480e-04   3.078527e-02   1.973108e-04
   4.517260e+01   0.000000e+00  -1.985385e-03   3.235619e-02  -3.876865e-04   2.978052e-02   2.025934e-04
   4.722799e+01   0.000000e+00  -1.889474e-03   3.122109e-02  -3.272426e-04   2.879670e-02   2.076730e-04
   4.934246e+01   0.000000e+00  -1.770812e-03   3.009147e-02  -2.730427e-04   2.783498e-02   2.126361e-04
   5.151639e+01   0.000000e+00  -1.633836e-03   2.897159e-02  -2.249489e-04   2.689558e-02   2.172247e-04
   5.375018e+01   0.000000e+00  -1.483032e-03   2.786627e-02  -1.831491e-04   2.597882e-02   2.212734e-04
   5.604416e+01   0.000000e+00  -1.323535e-03   2.678065e-02  -1.460536e-04   2.508619e-02   2.248688e-04
   5.839864e+01   0.000000e+00  -1.158498e-03   2.571929e-02  -1.137542e-04   2.421901e-02   2.280244e-04
   6.081388e+01   0.000000e+00  -9.891442e-04   2.468573e-02  -8.840209e-05   2.337765e-02   2.305415e-04
   6.329014e+01   0.000000e+00  -8.192980e-04   2.368251e-02  -6.829897e-05   2.256264e-02   2.322801e-04
   6.582760e+01   0.000000e+00  -6.559475e-04   2.271212e-02  -4.801307e-05   2.177478e-02   2.333833e-04
   6.842644e+01   0.000000e+00  -5.005429e-04   2.177769e-02  -2.964776e-05   2.101368e-02   2.338205e-04
   7.108680e+01   0.000000e+00  -3.525532e-04   2.088179e-02  -1.700585e-05   2.027862e-02   2.336157e-04
   7.380878e+01   0.000000e+00  -2.152571e-04   2.002577e-02  -7.628732e-06   1.957007e-02   2.328174e-04
   7.659244e+01   0.000000e+00  -9.194884e-05   1.921038e-02   1.654305e-06   1.888863e-02   2.314637e-04
   7.943783e+01   0.000000e+00   1.629267e-05   1.843491e-02   1.180680e-05   1.823372e-02   2.292894e-04
   8.234494e+01   0.000000e+00   1.086614e-04   1.769836e-02   2.352277e-05   1.760425e-02   2.262934e-04
   8.531376e+01   0.000000e+00   1.863899e-04   1.700107e-02   3.454488e-05   1.699916e-02   2.228543e-04
   8.834422e+01   0.000000e+00   2.515029e-04   1.634282e-02   4.199975e-05   1.641726e-02   2.190594e-04
   9.143624e+01   0.000000e+00   3.056063e-04   1.572133e-02   4.561424e-05   1.585755e-02   2.150023e-04
   9.458969e+01   0.000000e+00   3.514741e-04   1.513357e-02   4.494356e-05   1.531922e-02   2.107738e-04
   9.780443e+01   0.000000e+00   3.904694e-04   1.457705e-02   4.102154e-05   1.480232e-02   2.062237e-04
   1.010803e+02   0.000000e+00   4.199924e-04   1.405124e-02   3.779527e-05   1.430746e-02   2.015595e-04
   1.044170e+02   0.000000e+00   4.372800e-04   1.355622e-02   3.784330e-05   1.383425e-02   1.970899e-04
   1.078145e+02   0.000000e+00   4.457314e-04   1.309055e-02   3.738943e-05   1.338098e-02   1.926900e-04
   1.112723e+02   0.000000e+00   4.491244e-04   1.265200e-02   3.378899e-05   1.294646e-02   1.884560e-04
   1.147902e+02   0.000000e+00   4.473057e-04   1.223728e-02   3.049712e-05   1.253098e-02   1.841044e-04
   1.183680e+02   0.000000e+00   4.397199e-04   1.184362e-02   3.084366e-05   1.213444e-02   1.797466e-04
   1.220052e+02   0.000000e+00   4.282414e-04   1.146954e-02   3.255678e-05   1.175517e-02   1.751751e-04
   1.257015e+02   0.000000e+00   4.124785e-04   1.111575e-02   3.403982e-05   1.139151e-02   1.707601e-04
   1.294566e+02   0.000000e+00   3.929030e-04   1.078211e-02   3.393241e-05   1.104259e-02   1.663555e-04
   1.332699e+02   0.000000e+00   3.705239e-04   1.046739e-02   3.154614e-05   1.070742e-02   1.620414e-04
   1.371412e+02   0.000000e+00   3.461151e-04   1.016828e-02   2.881108e-05   1.038530e-02   1.579007e-04
   1.410698e+02   0.000000e+00   3.223162e-04   9.880872e-03   2.638912e-05   1.007571e-02   1.538640e-04
   1.450554e+02   0.000000e+00   3.022176e-04   9.603585e-03   2.216811e-05   9.778157e-03   1.498143e-04
   1.490974e+02   0.000000e+00   2.836007e-04   9.336546e-03   1.819954e-05   9.492486e-03   1.458604e-04
   1.531954e+02   0.000000e+00   2.636091e-04   9.080188e-03   1.667902e-05   9.218382e-03   1.420939e-04
   1.573487e+02   0.000000e+00   2.446238e-04   8.834745e-03   1.407734e-05   8.955170e-03   1.382760e-04
   1.615569e+02   0.000000e+00   2.269897e-04   8.599397e-03   1.093669e-05   8.702985e-03   1.343379e-04
   1.658194e+02   0.000000e+00   2.086619e-04   8.372380e-03   1.155912e-05   8.462114e-03   1.304871e-04
   1.701356e+02   0.000000e+00   1.911602e-04   8.152377e-03   1.457191e-05   8.231451e-03   1.266577e-04
   1.745048e+02   0.000000e+00   1.762512e-04   7.939578e-03   1.687384e-05   8.009459e-03   1.232436e-04
   1.789266e+02   0.000000e+00   1.639630e-04   7.734372e-03   1.723053e-05   7.795494e-03   1.200720e-04
   1.834001e+02   0.000000e+00   1.527907e-04   7.536513e-03   1.715403e-05   7.589439e-03   1.170185e-04
   1.879249e+02   0.000000e+00   1.431230e-04   7.345113e-03   1.670056e-05   7.391377e-03   1.135598e-04
   1.925003e+02   0.000000e+00   1.345718e-04   7.160252e-03   1.613069e-05   7.200893e-03   1.100613e-04
   1.971255e+02   0.000000e+00   1.285689e-04   6.981549e-03   1.360206e-05   7.017139e-03   1.065805e-04
   2.017999e+02   0.000000e+00   1.230206e-04   6.809732e-03   1.042114e-05   6.840050e-03   1.031231e-04
   2.065228e+02   0.000000e+00   1.145154e-04   6.645640e-03   9.800663e-06   6.669847e-03   1.001092e-04
   2.112936e+02   0.000000e+00   1.057964e-04   6.486838e-03   1.058067e-05   6.506080e-03   9.713528e-05
   2.161115e+02   0.000000e+00   1.015630e-04   6.330955e-03   9.672006e-06   6.347843e-03   9.434704e-05
   2.209758e+02   0.000000e+00   1.023067e-04   6.177192e-03   6.540747e-06   6.194447e-03   9.159202e-05
   2.258857e+02   0.000000e+00   1.021204e-04   6.027865e-03   4.989518e-06   6.046159e-03   8.881524e-05
   2.308407e+02   0.000000e+00   9.810023e-05   5.885626e-03   5.455588e-06   5.902918e-03   8.626398e-05
   2.358399e+02   0.000000e+00   9.298481e-05   5.750030e-03   4.502845e-06   5.763715e-03   8.380192e-05
   2.408825e+02   0.000000e+00   8.773555e-05   5.620660e-03   1.852987e-06   5.628454e-03   8.179425e-05
   2.459680e+02   0.000000e+00   8.180964e-05   5.495411e-03   3.446066e-07   5.497632e-03   7.993376e-05
   2.510954e+02   0.000000e+00   7.525829e-05   5.372432e-03   1.336782e-06   5.370776e-03   7.825139e-05
   2.562641e+02   0.000000e+00   6.923762e-05   5.251755e-03   2.881684e-06   5.247189e-03   7.668532e-05
   2.614733e+02   0.000000e+00   6.404924e-05   5.134827e-03   3.323978e-06   5.126801e-03   7.539871e-05
   2.667223e+02   0.000000e+00   5.933066e-05   5.022191e-03   2.195008e-06   5.009553e-03   7.416297e-05
   2.720103e+02   0.000000e+00   5.472431e-05   4.913118e-03   1.980954e-07   4.895508e-03   7.253162e-05
   2.773366e+02   0.000000e+00   4.812675e-05   4.807239e-03   5.766604e-07   4.785477e-03   7.046515e-05
   2.827005e+02   0.000000e+00   3.992154e-05   4.704937e-03   3.370410e-06   4.679778e-03   6.845084e-05
   2.881010e+02   0.000000e+00   3.364068e-05   4.606061e-03   4.620499e-06   4.577695e-03   6.662714e-05
   2.935377e+02   0.000000e+00   3.073138e-05   4.509411e-03   3.477487e-06   4.478762e-03   6.485754e-05
   2.990096e+02   0.000000e+00   3.094094e-05   4.414163e-03   1.343008e-06   4.383364e-03   6.308319e-05
   3.045160e+02   0.000000e+00   3.327624e-05   4.319886e-03  -9.088989e-08   4.291619e-03   6.145249e-05
   3.100563e+02   0.000000e+00   3.652647e-05   4.227039e-03  -1.244406e-06   4.202356e-03   5.996515e-05
   3.156296e+02   0.000000e+00   3.988164e-05   4.135914e-03  -2.857629e-06   4.114736e-03   5.820261e-05
   3.212353e+02   0.000000e+00   4.259868e-05   4.046856e-03  -3.557406e-06   4.029599e-03   5.629828e-05
   3.268726e+02   0.000000e+00   4.449925e-05   3.959662e-03  -2.335059e-06   3.947259e-03   5.456673e-05
   3.325408e+02   0.000000e+00   4.669119e-05   3.873976e-03  -8.450138e-07   3.866994e-03   5.282796e-05
   3.382391e+02   0.000000e+00   4.877011e-05   3.790848e-03   4.830355e-08   3.788549e-03   5.111803e-05
   3.439670e+02   0.000000e+00   4.876664e-05   3.712052e-03   8.260398e-07   3.712085e-03   4.956034e-05
   3.497236e+02   0.000000e+00   4.674264e-05   3.637405e-03   1.520065e-06   3.637408e-03   4.825948e-05
   3.555083e+02   0.000000e+00   4.384113e-05   3.565021e-03   2.448055e-06   3.564142e-03   4.716834e-05
   3.613205e+02   0.000000e+00   4.137560e-05   3.494343e-03   2.514741e-06   3.492265e-03   4.596815e-05
   3.671593e+02   0.000000e+00   3.907993e-05   3.426068e-03   2.235098e-06   3.422615e-03   4.476796e-05
   3.730242e+02   0.000000e+00   3.508116e-05   3.360851e-03   3.847318e-06   3.355556e-03   4.422336e-05
   3.789145e+02   0.000000e+00   3.269593e-05   3.297917e-03   3.424418e-06   3.290146e-03   4.389156e-05
   3.848296e+02   0.000000e+00   3.275893e-05   3.235796e-03   1.141759e-06   3.225807e-03   4.389025e-05
   3.907687e+02   0.000000e+00   3.398939e-05   3.172531e-03   1.290398e-07   3.162869e-03   4.377979e-05
   3.967314e+02   0.000000e+00   3.646214e-05   3.107841e-03   9.833606e-07   3.101746e-03   4.354045e-05
   4.027169e+02   0.000000e+00   4.035033e-05   3.042609e-03   2.924517e-06   3.042359e-03   4.352459e-05
   4.087246e+02   0.000000e+00   4.629069e-05   2.977217e-03   3.695152e-06   2.983860e-03   4.334313e-05
   4.147539e+02   0.000000e+00   5.327849e-05   2.912839e-03   2.670320e-06   2.925696e-03   4.309133e-05
   4.208043e+02   0.000000e+00   5.972678e-05   2.849372e-03   1.773411e-06   2.868275e-03   4.259759e-05
   4.268752e+02   0.000000e+00   6.560473e-05   2.786619e-03   1.843651e-06   2.812031e-03   4.203642e-05
   4.329660e+02   0.000000e+00   7.171360e-05   2.725107e-03   1.990529e-06   2.756976e-03   4.183565e-05
   4.390761e+02   0.000000e+00   7.791422e-05   2.664366e-03   2.348857e-06   2.702915e-03   4.171379e-05
   4.452050e+02   0.000000e+00   8.475225e-05   2.603880e-03   2.548342e-06   2.649819e-03   4.136161e-05
   4.513521e+02   0.000000e+00   9.185425e-05   2.543825e-03   2.448685e-06   2.597716e-03   4.041098e-05
   4.575171e+02   0.000000e+00   9.675418e-05   2.486175e-03   2.754343e-06   2.546784e-03   3.889996e-05
   4.636992e+02   0.000000e+00   9.819944e-05   2.433369e-03   2.878838e-06   2.497159e-03   3.728816e-05
   4.698981e+02   0.000000e+00   9.720706e-05   2.383999e-03   3.113343e-06   2.448700e-03   3.561848e-05
   4.761133e+02   0.000000e+00   9.533433e-05   2.335390e-03   4.541023e-06   2.401198e-03   3.406709e-05
   4.823442e+02   0.000000e+00   9.557913e-05   2.286334e-03   5.317346e-06   2.354498e-03   3.273198e-05
   4.885905e+02   0.000000e+00   9.989245e-05   2.237448e-03   2.906434e-06   2.308642e-03   3.160517e-05
   4.948516e+02   0.000000e+00   1.063390e-04   2.189082e-03  -1.001737e-06   2.263911e-03   3.050785e-05
   5.011272e+02   0.000000e+00   1.117246e-04   2.141527e-03  -3.335465e-06   2.220368e-03   2.954834e-05
   5.074168e+02   0.000000e+00   1.146286e-04   2.094950e-03  -2.873837e-06   2.178003e-03   2.870230e-05
   5.137201e+02   0.000000e+00   1.157133e-04   2.049834e-03  -1.051272e-06   2.136607e-03   2.788905e-05
   5.200365e+02   0.000000e+00   1.159479e-04   2.006659e-03   3.150430e-07   2.095772e-03   2.715090e-05
   5.263659e+02   0.000000e+00   1.157122e-04   1.965205e-03   1.144088e-06   2.055455e-03   2.660675e-05
   5.327077e+02   0.000000e+00   1.164513e-04   1.924259e-03   1.015209e-06   2.015708e-03   2.601833e-05
   5.390617e+02   0.000000e+00   1.182916e-04   1.883204e-03   7.765072e-07   1.976534e-03   2.573780e-05
   5.454274e+02   0.000000e+00   1.213226e-04   1.841425e-03   8.833898e-07   1.938075e-03   2.555593e-05
   5.518047e+02   0.000000e+00   1.257508e-04   1.799246e-03   9.706844e-07   1.900587e-03   2.538086e-05
   5.581931e+02   0.000000e+00   1.309501e-04   1.757734e-03   6.786300e-07   1.864169e-03   2.519369e-05
   5.645923e+02   0.000000e+00   1.354010e-04   1.717854e-03   4.674211e-07   1.828680e-03   2.504278e-05
   5.710022e+02   0.000000e+00   1.393986e-04   1.679101e-03   3.644014e-07   1.794097e-03   2.476673e-05
   5.774224e+02   0.000000e+00   1.433109e-04   1.641126e-03   5.173779e-07   1.760493e-03   2.446108e-05
   5.838526e+02   0.000000e+00   1.474079e-04   1.603580e-03   6.823587e-07   1.727755e-03   2.391533e-05
   5.902927e+02   0.000000e+00   1.514254e-04   1.566758e-03   9.365435e-07   1.695692e-03   2.342795e-05
   5.967424e+02   0.000000e+00   1.557725e-04   1.529740e-03   2.060767e-06   1.664514e-03   2.305929e-05
   6.032014e+02   0.000000e+00   1.608733e-04   1.491866e-03   4.393480e-06   1.634273e-03   2.285961e-05
   6.096697e+02   0.000000e+00   1.674994e-04   1.453862e-03   5.788064e-06   1.604506e-03   2.264289e-05
   6.161469e+02   0.000000e+00   1.744081e-04   1.417147e-03   5.946916e-06   1.575024e-03   2.247834e-05
   6.226330e+02   0.000000e+00   1.804457e-04   1.382473e-03   5.358182e-06   1.545838e-03   2.243848e-05
   6.291277e+02   0.000000e+00   1.859427e-04   1.349462e-03   3.902556e-06   1.516846e-03   2.246035e-05
   6.356310e+02   0.000000e+00   1.916463e-04   1.317290e-03   1.760024e-06   1.488300e-03   2.239663e-05
   6.421427e+02   0.000000e+00   1.971951e-04   1.285541e-03   1.441397e-07   1.460548e-03   2.233259e-05
   6.486628e+02   0.000000e+00   2.027894e-04   1.253311e-03  -5.549645e-07   1.433575e-03   2.197019e-05
